position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
18,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
19,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
20,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
21,lick,POSTBOP,UP,Herbie Hancock,2,4,[2|4],11,1,[11|0001]
22,lick,POSTBOP,UP,Herbie Hancock,4,1,[4|1],1,1,[0001|1]
23,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
24,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
25,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
26,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
27,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
28,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
29,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
30,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
31,lick,POSTBOP,UP,Herbie Hancock,1,0,[1|0],1,0,[1|0]
1,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],1,11,[01|011]
2,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
3,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
7,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
8,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
9,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
10,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
11,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
12,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],11,1,[11|0001]
13,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1,11,[0001|11]
14,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],11,0,[11|0]
1,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],1,1,[01|1]
2,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
3,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
7,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
8,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
9,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
10,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
11,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
12,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
13,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
14,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
15,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
16,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
17,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
18,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],1,0,[01|0]
1,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
2,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
3,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,UP,Herbie Hancock,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
2,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
3,lick,POSTBOP,UP,Herbie Hancock,2,4,[2|4],1,1001,[01|1001]
4,lick,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1001,1,[1001|01]
5,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
6,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
7,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
8,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
9,lick,POSTBOP,UP,Herbie Hancock,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],1,1,[01|1]
2,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
3,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
6,lick,POSTBOP,UP,Herbie Hancock,1,0,[1|0],1,0,[1|0]
1,lick,POSTBOP,UP,Herbie Hancock,3,4,[3|4],11,11,[011|0011]
2,lick,POSTBOP,UP,Herbie Hancock,4,2,[4|2],11,11,[0011|11]
3,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
5,lick,POSTBOP,UP,Herbie Hancock,1,0,[1|0],1,0,[1|0]
1,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
2,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
3,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
7,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
8,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
9,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
10,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
11,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
12,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
13,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
14,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
15,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
16,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
17,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],11,1001,[11|1001]
18,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1001,11,[1001|11]
19,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
20,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
21,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
22,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
23,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
24,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
25,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
26,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
27,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
28,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
29,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
30,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
31,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
32,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
33,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
34,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
35,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
36,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
37,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
38,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
39,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
40,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
41,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
42,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
43,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],1,0,[01|0]
1,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
2,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
3,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
4,lick,POSTBOP,UP,Herbie Hancock,1,0,[1|0],1,0,[1|0]
1,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
2,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
3,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
5,lick,POSTBOP,UP,Herbie Hancock,1,1,[1|1],1,1,[1|1]
6,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
7,lick,POSTBOP,UP,Herbie Hancock,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,UP,Herbie Hancock,2,4,[2|4],1,1100,[01|1100]
2,lick,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1100,11,[1100|11]
3,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
7,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
8,lick,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
9,lick,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
10,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
11,lick,POSTBOP,UP,Herbie Hancock,2,4,[2|4],11,1101,[11|1101]
12,lick,POSTBOP,UP,Herbie Hancock,4,1,[4|1],1101,1,[1101|1]
13,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
14,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
15,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
16,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
17,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
18,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
19,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
20,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
21,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
22,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],1,1,[01|1]
23,lick,POSTBOP,UP,Herbie Hancock,1,4,[1|4],1,1101,[1|1101]
24,lick,POSTBOP,UP,Herbie Hancock,4,0,[4|0],1101,0,[1101|0]
1,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
2,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
3,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
4,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
5,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
6,lick,POSTBOP,UP,Herbie Hancock,2,0,[2|0],1,0,[01|0]
1,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
2,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
3,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
4,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],11,1001,[11|1001]
7,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1001,11,[1001|11]
8,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
9,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
10,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
11,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
12,line,POSTBOP,UP,Herbie Hancock,3,3,[3|3],11,110,[011|110]
13,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],110,11,[110|11]
14,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,110,[11|110]
15,line,POSTBOP,UP,Herbie Hancock,3,4,[3|4],110,1011,[110|1011]
16,line,POSTBOP,UP,Herbie Hancock,4,4,[4|4],1011,11,[1011|0011]
17,line,POSTBOP,UP,Herbie Hancock,4,4,[4|4],11,1,[0011|0001]
18,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1,11,[0001|11]
19,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
20,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
21,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
22,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
23,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
24,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
25,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
26,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
27,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
28,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
29,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
30,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
31,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
32,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
33,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
34,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
35,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
36,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
37,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
38,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
39,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
40,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
41,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
42,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
43,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
44,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
45,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
46,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
47,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],1,1,[01|0001]
48,line,POSTBOP,UP,Herbie Hancock,4,1,[4|1],1,1,[0001|1]
49,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
50,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],1,1101,[01|1101]
51,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1101,11,[1101|11]
52,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
53,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
54,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
55,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
56,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],1,0,[01|0]
1,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
2,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
3,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
5,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
6,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
7,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],1,1,[01|1]
8,lick,POSTBOP,UP,Herbie Hancock,1,1,[1|1],1,1,[1|1]
9,lick,POSTBOP,UP,Herbie Hancock,1,1,[1|1],1,1,[1|1]
10,lick,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,1,[1|01]
11,lick,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
12,lick,POSTBOP,UP,Herbie Hancock,2,1,[2|1],1,1,[01|1]
13,lick,POSTBOP,UP,Herbie Hancock,1,0,[1|0],1,0,[1|0]
1,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
2,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
3,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
7,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
8,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
9,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
10,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
11,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
12,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
13,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
14,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],11,0,[11|0]
1,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
2,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
3,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
5,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,1,[011|01]
6,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
7,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],1,111,[01|111]
8,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],111,11,[111|11]
9,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
10,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
11,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
12,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,1,[011|01]
13,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],1,1011,[01|1011]
14,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1011,11,[1011|11]
15,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
16,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],1,1,[01|1]
17,line,POSTBOP,UP,Herbie Hancock,1,3,[1|3],1,111,[1|111]
18,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],111,11,[111|11]
19,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
20,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
21,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
22,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
23,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
24,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
25,line,POSTBOP,UP,Herbie Hancock,3,1,[3|1],11,1,[011|1]
26,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
27,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
28,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
29,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],11,110,[11|0110]
30,line,POSTBOP,UP,Herbie Hancock,4,4,[4|4],110,110,[0110|0110]
31,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],110,11,[0110|11]
32,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
33,line,POSTBOP,UP,Herbie Hancock,1,0,[1|0],1,0,[1|0]
1,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
2,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
3,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
7,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
8,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
9,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
10,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
11,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
12,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,11,[011|11]
13,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
14,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
15,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
16,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
17,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
18,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
19,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
20,line,POSTBOP,UP,Herbie Hancock,1,1,[1|1],1,1,[1|1]
21,line,POSTBOP,UP,Herbie Hancock,1,1,[1|1],1,1,[1|1]
22,line,POSTBOP,UP,Herbie Hancock,1,4,[1|4],1,1001,[1|1001]
23,line,POSTBOP,UP,Herbie Hancock,4,2,[4|2],1001,11,[1001|11]
24,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
25,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
26,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,1,[01|01]
27,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],1,0,[01|0]
1,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
2,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
3,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
7,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],11,11,[11|011]
8,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,1,[011|01]
9,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],1,0,[01|0]
1,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
2,line,POSTBOP,UP,Herbie Hancock,2,4,[2|4],11,1001,[11|1001]
3,line,POSTBOP,UP,Herbie Hancock,4,3,[4|3],1001,11,[1001|011]
4,line,POSTBOP,UP,Herbie Hancock,3,2,[3|2],11,1,[011|01]
5,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],1,11,[01|11]
6,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
7,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,1,[11|01]
8,line,POSTBOP,UP,Herbie Hancock,2,3,[2|3],1,11,[01|011]
9,line,POSTBOP,UP,Herbie Hancock,3,1,[3|1],11,1,[011|1]
10,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
11,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
12,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
13,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
14,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
15,line,POSTBOP,UP,Herbie Hancock,2,1,[2|1],11,1,[11|1]
16,line,POSTBOP,UP,Herbie Hancock,1,1,[1|1],1,1,[1|1]
17,line,POSTBOP,UP,Herbie Hancock,1,2,[1|2],1,11,[1|11]
18,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
19,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
20,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
21,line,POSTBOP,UP,Herbie Hancock,2,2,[2|2],11,11,[11|11]
22,line,POSTBOP,UP,Herbie Hancock,2,0,[2|0],11,0,[11|0]
